track_id,matricula,frame,timestamp,confianza
612,5,5893,16:16:29,0.5444515347480774
602,01,5920,16:16:30,0.5440291166305542
614,,5927,16:16:31,0.5126949548721313
621,1,5950,16:16:31,0.5301585793495178
616,ANN,5955,16:16:32,0.6785874366760254
624,ID,5968,16:16:32,0.5165254473686218
619,A,5985,16:16:33,0.6014323830604553
623,ID,6005,16:16:33,0.6236721277236938
628,ID,6044,16:16:35,0.5236936807632446
643,OOR,6158,16:16:38,0.5784100294113159
644,ID,6185,16:16:39,0.5981077551841736
650,U2NIZS,6199,16:16:40,0.5183035731315613
642,1,6213,16:16:40,0.7773285508155823
633,A,6259,16:16:42,0.5602778196334839
660,LS,6272,16:16:42,0.545268714427948
661,ID,6273,16:16:42,0.5434309840202332
659,FOAU,6313,16:16:44,0.795221745967865
674,UO,6335,16:16:45,0.5183988213539124
669,,6336,16:16:45,0.6271117329597473
677,2,6361,16:16:46,0.6202031970024109
683,1,6392,16:16:47,0.6000204086303711
676,DRE,6448,16:16:49,0.6666542887687683
696,422ID,6537,16:16:53,0.5006847381591797
703,1DR7,6639,16:16:56,0.5320806503295898
705,ID,6677,16:16:57,0.5197769999504089
711,05ID,6729,16:16:58,0.6022149324417114
708,6IC,6731,16:16:58,0.6213560104370117
717,AAADLS,6761,16:16:59,0.5301215052604675
714,UGOBOE,6858,16:17:02,0.539885938167572
727,PNE,6874,16:17:03,0.5752781629562378
735,JD,6987,16:17:07,0.6399663686752319
737,ID,7045,16:17:09,0.5190837383270264
742,ID,7190,16:17:13,0.5449801683425903
740,,7216,16:17:14,0.8016078472137451
749,1805,7261,16:17:16,0.6052140593528748
750,ID,7288,16:17:17,0.5222657322883606
753,ID,7360,16:17:19,0.5945464372634888
771,ID,7458,16:17:23,0.5921517014503479
773,UISLS,7618,16:17:29,0.658068060874939
784,T5,7662,16:17:31,0.535491943359375
790,ID,7669,16:17:31,0.6764702796936035
797,IOR,7740,16:17:34,0.5020270347595215
799,,7756,16:17:34,0.7032667398452759
803,H2VO,7829,16:17:37,0.6251375675201416
809,ID,7877,16:17:38,0.5526604056358337
813,AAAUN,7924,16:17:40,0.8225130438804626
808,D,7935,16:17:41,0.7121727466583252
820,ID,7946,16:17:41,0.5942910313606262
824,ID,7974,16:17:42,0.6394058465957642
839,ID,8136,16:17:48,0.5582764148712158
846,ID,8189,16:17:50,0.5655457377433777
842,S,8195,16:17:50,0.5583963990211487
853,1,8246,16:17:52,0.7432495355606079
831,FEAN,8256,16:17:52,0.7370753288269043
864,4,8295,16:17:53,0.5469921827316284
863,ID,8297,16:17:53,0.5404824018478394
872,ID,8380,16:17:56,0.5298497676849365
878,IORE2,8392,16:17:57,0.5150584578514099
879,78,8403,16:17:57,0.5735164880752563
871,UISLLSIC,8472,16:18:00,0.5155477523803711
889,ID,8479,16:18:00,0.5989748239517212
896,INDLGM,8516,16:18:02,0.6312280893325806
894,SS,8555,16:18:04,0.669967770576477
891,1,8556,16:18:04,0.6863230466842651
899,ID,8560,16:18:04,0.5888006687164307
905,ID,8719,16:18:09,0.522398054599762
907,ID,8758,16:18:10,0.5460297465324402
912,DUG,8823,16:18:13,0.5549349784851074
909,PIG,8875,16:18:14,0.6156612038612366
911,S,8906,16:18:15,0.5327715277671814
916,ID,8936,16:18:16,0.6620716452598572
926,W2E,9088,16:18:21,0.5129582285881042
927,ILNS,9104,16:18:22,0.5701836347579956
931,ID,9142,16:18:23,0.5033707022666931
937,E,9177,16:18:25,0.5429221987724304
